themes,projet,section,title,contenu,author,type,created_at,updated_at,id
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"Les prix de vente des produits agricoles, y compris les aides compensatoires
et les produits joints, sont inférieurs aux coûts de production. Les
industriels et la grande distribution ont recours aux importations
privilégiant le moins-disant, qui constituent pour eux la référence. Malgré la
mise en avant de la qualité de la production française, le facteur prix
prédomine et la situation s’aggrave. La France est le pays le plus durement
touché par la crise agricole, avec des coûts de production élevés liés au
niveau des cotisations sociales, au coût moyen du travail, des normes
sanitaires, environnementales, fiscales… Mais peu à peu, les producteurs
d’autres pays de l’Union européenne, pourtant montrés en exemple, finissent
eux aussi par s’enfoncer dans les mêmes difficultés. Au-delà des pays tiers,
nos productions se concurrencent au lieu d’être complémentaires. Cette crise
grave n’est pas conjoncturelle mais bel et bien structurelle, et fait suite à
un empilement de mauvaises orientations de la PAC depuis 1992.

",Coordination Rurale,pour,2017-08-02T15:20:48+0200,2017-08-02T15:21:50+0200,66aaf95a-7785-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Une solution parmi d'autres : créer un statut juridique de l'agriculteur/agricultrice,"Bonjour Dorian (salutations ihedrearque) ;) ! justement ma proposition vise à
pousser le statut de l'agriculteur au-delà de la production. Cependant, il ne
faut pas oublier que le métier principal c'est de produire et que l'Etat
subventionne en majorité des produits bruts agricoles. Or tu le sais,
l'agriculture familiale est malgré tout en danger et il y a dans la
multifonctionnalité de l'agriculture et dans les investisseurs en agriculture
des dérives. C'est pourquoi, il ne s'agit pas d'opposer des agriculteurs
entre-eux, mais bien donner une légitimité aux aides perçues grâce aux droits
octroyés par un statut.

",Alexandre CHAMBERLAND,pour,2017-07-21T01:08:53+0200,2017-07-21T01:08:53+0200,66afe6a1-6da0-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,"Faire de l’agro-écologie une brique obligatoire et transversale dans les lycées agricoles et cursus d’agronomie, intégrer une dimension de terrain dans l’enseignement.","L'éducation à l'agro-écologie, à la permaculture et à la biodynamie est non
seulement nécessaire et indispensable à notre survie, mais aussi bénéfique et
rentable pour tout le monde dans une optique pérenne et non courtermiste.

",Mathias,pour,2017-08-08T11:24:38+0200,2017-08-08T11:24:38+0200,66b3cdbc-7c1b-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Définir un plan stratégique « agriculture du futur »,"agriculture du futur si c'est pour continuer dans un système d'industrie et
zapper le sol, l'air, eau tous ce qui est important pour la planète, la terre,
l'océan et les arbres oublier votre agriculture du futur c'est un modèle
radicale de respect de l' environnement, la condition animale qui faudra
prendre en compte, l'innovation scientifique ogm, autres, numérique pour plus
connexion en direct et plus partager entre paysans sert à rien, revenir à la
base du respect de la terre du métier des paysans tout en étant moderne mais
sans artifice

",nath_35,contre,2017-08-06T21:42:37+0200,2017-08-06T21:42:37+0200,66b95023-7adf-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"Il serait très important de signaler, non pas l'origine, mais le type de
production sur les produits agricoles. Genre ""production intensive"" ou
""production artisanale"". Mais cela est impensable face au poids des Monsanto,
Nestlé, Danone et autres grands groupes de l'agroalimentaire... D'ailleurs,
ces groupes sont plus ou moins présents dans les membres du gouvernement. Faut
pas rêver !!

",Le421,pour,2017-08-19T19:46:59+0200,2017-08-19T19:46:59+0200,66bc4a22-8506-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Solutions,Renforcer la recherche portant sur les risques émergents de contamination chimique et les moyens de détection et d’analyse,"Oui ...mais on risque toujours courir après la nouvelle molécule, le nouvel
organisme, bactérie ou autre, ... C'est tout le système qu'il faudrait revoir.
De l'agriculteur au consommateur....

",Pierre Rigondaud,pour,2017-08-15T21:31:56+0200,2017-08-15T21:31:56+0200,66c27507-81f0-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,Mettre en œuvre avec le ministère de l’Europe et des affaires étrangères une campagne de promotion et de valorisation structurée avec l'appui des ambassades,"Il va falloir être diplomate et ne pas prendre des airs supérieurs. L' écueil
est là....

",xadda33,pour,2017-08-28T18:31:53+0200,2017-08-28T18:31:53+0200,66cfd830-8c0e-11e7-92ee-fa163e947a7a
Exportation / International,Comment renforcer la politique française de coopération et d’aide au développement en matière d’alimentation ?,Solutions,Prendre en compte la nutrition dans les programmes et stratégies humanitaires et de développement et contribuer à accroître la mobilisation internationale et européenne pour une meilleure nutrition des populations les plus vulnérables,"Oui, que la France encourage et fasse du lobbying , mais nous sommes en Europe
et cela devrait relever de l'Europe. Et comment faire pour les pays en guerre
ou dirigés par un dictateur qui affament leurs populations ? Il faudrait que
ces habitants cultivent et vendent ce qu'ils peuvent au regard notamment de
leurs besoin et du climat et que nous leur vendions que ce qu'ils ne peuvent
pas produire/élever et nécessaire à leur santé. Mais le problème est que nous
sommes dans un système mondial. Si on ne leur vend plus nos produits
subventionnés ou pas, la Chine ou un autre pays le fera.

",bibu,pour,2017-07-29T11:50:49+0200,2017-07-29T11:50:48+0200,66dfe90b-7443-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Aider les associations citoyennes alliant les consommateurs et les producteurs à l'exemple des AMAPs,"""Que faire des paysans loin des villes ?"" Les paysans sont aussi des
consommateurs, et l'un des drames d'aujourd'hui est de constater que ces
producteurs de nourritures n'ont eux-même pas accès aux produits locaux de
qualité, de par leur faible revenu mais aussi parce que les AMAP ne sont pas
présents dans les milieux ruraux. Il est donc important de ne pas négliger les
campagnes, et encourager ces modes de distribution aussi en milieu rural.
C'est aussi par là que nous réussirons à dynamiser nos territoires : l'accès à
des produits hors réseaux de grande distribution rendra les territoires ruraux
plus attractifs.

",manon.desalme,pour,2017-08-03T21:31:51+0200,2017-08-03T21:31:51+0200,66e2bdf4-7882-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Problème,Les nouveaux modes de production se développent mais peinent à suivre la demande en forte croissance,"Les investissements et la prise de risque ne sont pas plus importants en bio
qu'en conventionnel, au contraire! Notre expérience pour installer des
agriculteurs autour du Bassin d'Arcachon (association Aliment-Terre) montre
trois blocages majeurs: le manque de candidats formés à l'installation (on ne
gagne pas correctement sa vie avant plusieurs années), le refus de louer au
tarif préfectoral de la part des propriétaires fonciers, l'absence de
réflexion des communes sur la réservation de zones propices à l'agriculture
(supposée en déclin). Le résultat est la progression des friches depuis 50
ans.

",BARTHELEMY,contre,2017-08-03T08:45:56+0200,2017-08-03T08:45:55+0200,670194c5-7817-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Les circuits cours consommateur/producteur réduisent l'impact environnemental /commerce classique,"La distance n'est un argument que pour le transport. Je préfère des produits
fabriqués sainement venant de plus loin (sans aller jusqu'aux oranges bio
venant d'Afrique du sud) que des produits locaux surtraités.

",Aqueduc,contre,2017-08-11T18:59:13+0200,2017-08-11T18:59:12+0200,67048ead-7eb6-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,restauration collective,"De la nourriture saine, diversifiée et équilibrée, mille fois oui. Mais
privilégier du local et des circuits courts? oui... quand c'est possible. Mais
ce n'est pas si simple. Quant au bio, en quoi est-ce plus responsable du point
de vue environnement et santé??

",JFP,contre,2017-07-21T16:25:10+0200,2017-07-21T16:25:10+0200,6723ca7e-6e20-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,"ORIGINE DU PAYS PRODUCTEUR DE L'ALIMENT, MARQUE PRECISEMENT ET LISIBLEMENT SUR LE PRODUIT","Comme cela est proposé dans une autre proposition, on peut créer un logo
""Production française"" voire même un logo ""Production francaise, eco-
responsable et qui rémunère à juste prix ses producteurs"" afin de mieux
informer clairement les co somment sur l'origine des produits qu'il consomme
et les revenus qui sont occasionnés pour le producteur qui peut arriver à
vivre ou non.

",Matthieu Acker,contre,2017-08-22T20:40:42+0200,2017-08-22T20:41:38+0200,673b6708-8769-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Diminuer le nombre d'intermédiaires entre producteurs et consommateurs / promouvoir la vente directe (et locale),"Choisir de nourrir ses voisins plutôt que de vouloir nourrir le monde !

",Mathieu A,pour,2017-08-22T21:23:39+0200,2017-08-22T21:23:39+0200,6760487c-876f-11e7-92ee-fa163e947a7a
Exportation / International,"Comment accompagner la stratégie d’internationalisation de nos entreprises dans le respect des enjeux environnementaux, sociétaux et sanitaires ?",Solutions,Œuvrer au niveau européen pour le renforcement des dimensions de développement durable lors des négociations commerciales,"L'UE est l'échelon pertinent pour faire progresser à l’international les
valeurs sociales et environnementales. Les Etats membres doivent
collectivement prendre conscience de leur spécificité, s'accorder, et ne rien
céder sur les exigences de qualité.

",Jeanne Foucher,pour,2017-07-24T15:17:11+0200,2017-07-24T15:17:11+0200,6763c40c-7072-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"Le coût de la production ne cesse d'augmenter. De nombreux nuisibles sont
apparus ces dernières années (tuta, drosophile ...) limitant la production et
nécessitant un coût d'entretien des cultures bien supérieure. Par ailleurs,
certains territoires souffrent également de la propagation de certains
ravageurs (corbeau, lapin, sanglier...). Les moyens d'action des agriculteurs
sont faibles et le soutien des pouvoirs publics est nécessaire. De plus, les
moyens de lutte intégrée par l'intégration d'auxiliaire (en introduisant les
prédateurs des nuisibles) constituent des moyens sains, mais couteux qu'il
serait judicieux d'aider par des subventions même hors classement BIO.

",aude,pour,2017-07-29T19:14:38+0200,2017-07-29T19:14:38+0200,678c7315-7481-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"le climat et les conditions de production

",Lili,pour,2017-08-28T16:30:13+0200,2017-08-28T16:30:13+0200,67926d74-8bfd-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Aider la conversion en Bio / Permaculture / Agroécologie,"Préservation des sols sur le long terme est incompatible avec agriculture
biologique. L'utilisation de la chimie en l'agriculture conventionnelle est
remplacée en agriculture biologique par le travail du sol intensif, faux
semis, labour, binages et différents travaux pour faire germer les mauvaises
herbes et ainsi diminuer la réserve en graines du sol. Par contre tous ces
déplacements de terre perturbent la vie microbienne du sol, font baisser le
taux de matière organique des sol, tuent les vers de terre et autres insectes.
C'est pour cela que agriculture biologique et agriculture de conservation des
sols sont difficilements compatibles.

",Etienne de saint laumer,pour,2017-07-23T09:56:15+0200,2017-07-23T09:56:15+0200,67b290c4-6f7c-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,"Comme pour le plan climat, établir un plan d'engagement national ou européen pour 30% production bio horizon 2020","la comparaison avec le climat ne fonctionne pas et est purement rhétorique !
je sais pourquoi nous sommes mobilisé contre le réchauffement climatique.
quelle est l'intention derrière cette proposition d'un passage au ""tout bio""?
pourquoi faut il imposer le bio ? ne peut-on pas faire progresser le non bio ?
sortons du binaire bio/conventionnel pour faire progresser tous les acteurs,
comme pour le climat.

",la Pie,contre,2017-08-03T13:53:45+0200,2017-08-03T13:53:45+0200,67b6d1e2-7842-11e7-92ee-fa163e947a7a
